Date,Year,Month,Site Region,Commissioning date (YYYY-MM),Planned Uptime (in %),Planned Energy from PV (in kWh),Planned Energy from Hydro (in kWh),Planned Energy from DG (in kWh),Planned Total Energy produced (in kWh),Planned Fuel Consumption (Liters),Expected Energy from PV (in kWh),Actual Irradiation (W/2),Actual Uptime (in %),Actual Energy from PV (kWh),Actual Energy from Hydro (kWh),Actual Energy from DG (kWh),Actual Total Energy produced (in kWh),Actual Fuel Consumption (Liters),Actual Energy Exported to DN (KWh),Actual REF (%),Actual UR (%),Actual Distribution losses (%),Actual Energy Consumption (kWh)
07/10/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,248.68,100.00%,417.8,0,0,417.8,0,375,100.0%,49.8%,-3%,361.9
07/11/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,149.29,100.00%,411.6,0,0,411.6,0,381,100.0%,50.7%,-4%,366.3
07/12/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,247.28,99.98%,417.4,0,0,417.4,0,363,100.0%,48.3%,2%,369.2
07/13/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,148.35,100.00%,389.6,0,0,389.6,0,354,100.0%,47.1%,0%,352.8
07/14/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,231.49,100.00%,408.3,0,0,408.3,0,367,100.0%,48.9%,-6%,346.9
07/15/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,246.88,100.00%,414.2,0,0,414.2,0,351,100.0%,46.7%,3%,360.8
07/16/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,239.75,100.00%,407.0,0,0,407.0,0,354,100.0%,47.1%,-3%,344.6
07/17/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,195.83,100.00%,409.5,0,0,409.5,0,346,100.0%,46.0%,0%,346.6
07/18/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,255.35,100.00%,421.3,0,0,421.3,0,349,100.0%,46.5%,-4%,336.3
07/19/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,255.96,100.00%,417.3,0,0,417.3,0,377,100.0%,50.2%,-10%,339.5
07/20/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,243.06,100.00%,406.4,0,0,406.4,0,365,100.0%,48.6%,1%,368.0
07/21/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,202.34,100.00%,415.6,0,0,415.6,0,368,100.0%,48.9%,-3%,357.3
07/22/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,213.08,100.00%,400.1,0,0,400.1,0,351,100.0%,46.7%,3%,361.2
07/23/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,215.34,100.00%,329.9,0,0,329.9,0,353,100.0%,46.9%,-1%,347.9
07/24/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,233.85,100.00%,335.3,0,0,335.3,0,344,100.0%,45.8%,1%,348.7
07/25/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,223.22,100.00%,402.9,0,0,402.9,0,287,100.0%,38.2%,18%,337.2
07/26/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,184.16,100.00%,421.2,0,0,421.2,0,269,100.0%,35.8%,7%,288.3
07/27/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,204.98,100.00%,385.2,0,0,385.2,0,371,100.0%,49.4%,-28%,269.0
07/28/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,152.68,100.00%,377.1,0,0,377.1,0,365,100.0%,48.6%,-1%,361.4
07/29/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,163.15,100.00%,371.1,0,0,371.1,0,323,100.0%,43.0%,10%,356.4
07/30/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,186.49,99.36%,370.0,0,0,370.0,0,324,100.0%,43.1%,-2%,318.7
07/31/2023,2023,7,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,194.36,100.00%,385.2,0,0,385.2,0,327,100.0%,43.5%,-2%,319.0
08/01/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,188.35,100.00%,373.8,0,0,373.8,0,337,100.0%,44.9%,-5%,320.2
08/02/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,145.32,100.00%,383.5,0,0,383.5,0,321,100.0%,42.7%,4%,332.3
08/03/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,135.48,100.00%,362.7,0,0,362.7,0,316,100.0%,42.1%,1%,318.9
08/04/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,131.14,100.00%,418.3,0,0,418.3,0,347,100.0%,46.1%,-9%,316.1
08/05/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,178.06,100.00%,404.5,0,0,404.5,0,338,100.0%,45.0%,1%,342.5
08/06/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,183.75,100.00%,346.9,0,0,346.9,0,366,100.0%,48.7%,-9%,332.7
08/07/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,184.48,94.44%,363.8,0,0,363.8,0,316,100.0%,42.1%,14%,359.2
08/08/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,194.54,95.19%,402.9,0,0,402.9,0,310,100.0%,41.2%,2%,316.4
08/09/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,184.86,90.44%,399.5,0,0,399.5,0,332,100.0%,44.2%,-7%,308.2
08/10/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,175.06,99.98%,423.1,0,0,423.1,0,323,100.0%,43.0%,1%,326.4
08/11/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,187.05,100.00%,391.2,0,0,391.2,0,369,100.0%,49.1%,-13%,320.0
08/12/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,165.84,100.00%,373.7,0,0,373.7,0,371,100.0%,49.3%,-2%,362.9
08/13/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,166.15,99.98%,381.2,0,0,381.2,0,315,100.0%,41.9%,16%,364.4
08/14/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,171.94,99.87%,390.0,0,0,390.0,0,326,100.0%,43.3%,-4%,312.2
08/15/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,156.75,100.00%,360.3,0,0,360.3,0,342,100.0%,45.5%,-6%,321.6
08/16/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,179.52,100.00%,405.4,0,0,405.4,0,332,100.0%,44.1%,1%,334.3
08/17/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,180.35,100.00%,406.9,0,0,406.9,0,317,100.0%,42.2%,3%,327.2
08/18/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,124.10,100.00%,414.8,0,0,414.8,0,366,100.0%,48.7%,-14%,313.2
08/19/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,146.96,100.00%,411.9,0,0,411.9,3,348,100.0%,46.3%,3%,360.2
08/20/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,181.12,100.00%,378.0,0,0,378.0,0,368,100.0%,48.9%,-7%,343.0
08/21/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,183.14,100.00%,410.3,0,0,410.3,0,344,100.0%,45.8%,5%,362.3
08/22/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,184.51,100.00%,417.9,0,0,417.9,0,333,100.0%,44.3%,2%,340.7
08/23/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,170.99,100.00%,461.9,0,0,461.9,0,354,100.0%,47.1%,-7%,328.7
08/24/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,150.21,100.00%,438.9,0,0,438.9,0,398,100.0%,53.0%,-12%,349.0
08/25/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,129.57,100.00%,384.7,0,0,384.7,0,427,100.0%,56.8%,-10%,386.1
08/26/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,183.96,74.49%,433.9,0,0,433.9,0,346,100.0%,46.0%,20%,414.6
08/27/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,204.94,100.00%,408.9,0,0,408.9,0,339,100.0%,45.2%,0%,338.0
08/28/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,218.89,100.00%,448.4,0,0,448.4,0,376,100.0%,50.0%,-11%,332.7
08/29/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,180.16,100.00%,431.9,0,0,431.9,0,355,100.0%,47.2%,4%,367.2
08/30/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,183.47,100.00%,431.9,0,0,431.9,0,384,100.0%,51.1%,-10%,346.4
08/31/2023,2023,8,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,143.44,100.00%,412.4,0,0,412.4,0,376,100.0%,50.0%,-1%,370.3
09/01/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,210.63,100.00%,430.5,0,0,430.5,0,368,100.0%,49.0%,-1%,363.0
09/02/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,157.18,100.00%,425.8,0,0,425.8,3,388,100.0%,51.6%,-9%,354.2
09/03/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,210.80,100.00%,420.6,0,0,420.6,0,362,100.0%,48.2%,4%,377.9
09/04/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,119.62,100.00%,398.7,0,13.6,412.3,5,381,96.7%,50.7%,-8%,352.2
09/05/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,209.71,100.00%,423.5,0,14.4,437.9,4.12,377,96.7%,50.2%,-4%,364.0
09/06/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,221.08,100.00%,414.2,0,0,414.2,0,387,100.0%,51.5%,-8%,356.2
09/07/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,218.26,100.00%,453.5,0,0,453.5,0,399,100.0%,53.0%,-8%,367.0
09/08/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,213.16,99.87%,452.8,0,0,452.8,0,431,100.0%,57.4%,-12%,379.9
09/09/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,199.78,100.00%,446.5,0,0,446.5,0,398,100.0%,53.0%,3%,408.6
09/10/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,161.90,100.00%,473.5,0,0,473.5,0,396,100.0%,52.6%,-3%,382.2
09/11/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,142.41,100.00%,279.0,0,5.8,284.8,0.6,376,98.0%,50.0%,0%,375.7
09/12/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,174.78,100.00%,484.4,0,0,484.4,0,403,100.0%,53.6%,-11%,358.3
09/13/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,106.90,100.00%,453.0,0,0,453.0,0,361,100.0%,48.1%,6%,383.3
09/14/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,172.81,100.00%,487.7,0,0,487.7,0,386,100.0%,51.3%,-11%,344.2
09/15/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,76.74,100.00%,363.2,0,19.5,382.7,3.3,396,94.9%,52.6%,-7%,369.0
09/16/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,121.81,100.00%,441.7,0,7,448.7,2,383,98.4%,51.0%,-1%,379.6
09/17/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,149.83,100.00%,436.9,0,0,436.9,0,363,100.0%,48.3%,1%,367.9
09/18/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,237.07,100.00%,368.0,0,0,368.0,0,375,100.0%,50.0%,-8%,346.3
09/19/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,234.53,100.00%,436.8,0,0,436.8,0,403,100.0%,53.7%,-12%,356.4
09/20/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,217.79,100.00%,343.4,0,26.9,370.3,6.8,397,92.7%,52.8%,-4%,381.1
09/21/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,211.72,100.00%,347.3,0,162,509.3,20,420,68.2%,55.9%,-11%,375.1
09/22/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,200.12,100.00%,360.4,0,85.8,446.2,17.3,450,80.8%,59.8%,-12%,398.0
09/23/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,213.82,100.00%,397.9,0,86.6,484.5,35.1,413,82.1%,55.0%,3%,423.8
09/24/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,227.92,100.00%,452.8,0,74.7,527.5,16.2,418,85.8%,55.6%,-6%,392.5
09/25/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,150.00,100.00%,429.5,0,0,429.5,0,433,100.0%,57.6%,-9%,393.9
09/26/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,20354.00,100.00%,437.7,0,0,437.7,0,525,100.0%,69.8%,-27%,381.4
09/27/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,147.82,100.00%,443.8,0,156,599.8,17.6,500,74.0%,66.5%,-20%,397.5
09/28/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,134.58,100.00%,457.8,0,0,457.8,0,497,100.0%,66.2%,-21%,394.0
09/29/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.86,100.00%,443.1,0,0,443.1,0,520,100.0%,69.2%,-22%,407.6
09/30/2023,2023,9,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,216.62,100.00%,352.9,0,0,352.9,15.8,524,100.0%,69.7%,-29%,373.2
10/01/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,126.34,100.00%,408.9,0,152.1,561.0,0,501,72.9%,66.7%,-25%,374.7
10/02/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,199.55,100.00%,429.9,0,0,429.9,0,443,100.0%,59.0%,-14%,383.2
10/03/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,199.61,100.00%,416.6,0,0,416.6,0,485,100.0%,64.5%,-24%,368.8
10/04/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,237.79,100.00%,340.4,0,0,340.4,,489,100.0%,65.1%,-27%,356.0
10/05/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,206.88,100.00%,385.2,0,161.4,546.6,35.1,487,70.5%,64.8%,-28%,351.5
10/06/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,210.55,100.00%,319.2,0,81.4,400.6,17.6,452,79.7%,60.1%,-16%,380.0
10/07/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.69,100.00%,395.6,0,68.6,464.2,4.6,500,85.2%,66.5%,-18%,408.6
10/08/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,223.31,100.00%,359.8,0,0,359.8,0,432,100.0%,57.5%,-9%,394.1
10/09/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,218.19,100.00%,424.7,0,0,424.7,0,454,100.0%,60.4%,-26%,335.8
10/10/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,135.89,100.00%,384.8,0,0,384.8,0,444,100.0%,59.0%,-27%,324.0
10/11/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,120.46,100.00%,468.5,0,77.4,545.9,16.6,504,85.8%,67.1%,-34%,331.5
10/12/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,220.97,100.00%,350.4,0,0,350.4,0,447,100.0%,59.5%,-22%,349.7
10/13/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,243.48,100.00%,338.0,0,77.5,415.5,16.6,523,81.3%,69.6%,-28%,377.6
10/14/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,191.93,100.00%,428.2,0,81.4,509.6,17.6,471,84.0%,62.7%,-14%,406.7
10/15/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,232.38,100.00%,290.5,0,0,290.5,0,463,100.0%,61.6%,-23%,356.1
10/16/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,260.09,100.00%,512.7,0,177.8,690.5,41.9,491,74.2%,65.4%,-27%,359.0
10/17/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,244.69,100.00%,424.3,0,0,424.3,0,419,100.0%,55.8%,-12%,368.4
10/18/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,245.18,100.00%,421.1,0,0,421.1,0,414,100.0%,55.1%,-17%,341.7
10/19/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,122.58,100.00%,466.4,0,0,466.4,0,339,100.0%,45.1%,6%,360.0
10/20/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.59,100.00%,400.1,0,0,400.1,0,411,100.0%,54.7%,-19%,331.6
10/21/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,188.50,100.00%,497.7,0,0,497.7,0,411,100.0%,54.7%,-4%,394.8
10/22/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,225.50,100.00%,393.5,0,0,393.5,0,398,100.0%,53.0%,0%,397.7
10/23/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,236.22,100.00%,431.9,0,0,431.9,0,394,100.0%,52.4%,-3%,380.5
10/24/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,232.49,100.00%,451.4,0,0,451.4,0,376,100.0%,50.1%,0%,377.0
10/25/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,144.59,100.00%,480.9,0,0,480.9,0,402,100.0%,53.5%,-10%,360.0
10/26/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,141.28,100.00%,475.3,0,0,475.3,0,378,100.0%,50.2%,1%,381.1
10/27/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,103.86,100.00%,450.5,0,0,450.5,0,409,100.0%,54.5%,-11%,364.6
10/28/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,216.71,100.00%,472.7,0,0,472.7,0,404,100.0%,53.8%,-2%,397.2
10/29/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,242.65,100.00%,381.5,0,0,381.5,0,403,100.0%,53.7%,-3%,391.9
10/30/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,145.05,100.00%,451.2,0,0,451.2,0,408,100.0%,54.3%,-5%,388.6
10/31/2023,2023,10,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,147.17,100.00%,497.6,0,0,497.6,0,386,100.0%,51.3%,3%,395.4
11/01/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,175.25,100.00%,462.8,0,5.6,468.4,1.32,382,98.8%,50.8%,-3%,370.9
11/02/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,103.10,100.00%,437.5,0,0,437.5,0,398,100.0%,52.9%,-7%,370.7
11/03/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,126.34,100.00%,462.5,0,0,462.5,0,408,100.0%,54.4%,-6%,383.8
11/04/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,168.28,100.00%,465.5,0,0,465.5,0,407,100.0%,54.2%,-3%,394.8
11/05/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,188.48,100.00%,445.3,0,0,445.3,0,417,100.0%,55.5%,-6%,393.1
11/06/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,173.56,100.00%,459.0,0,0,459.0,0,399,100.0%,53.1%,1%,401.9
11/07/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,128.91,100.00%,449.2,0,0,449.2,0,398,100.0%,53.0%,-3%,385.9
11/08/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,229.40,100.00%,477.2,0,0,477.2,0,395,100.0%,52.6%,-3%,382.1
11/09/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,153.65,100.00%,404.9,0,0,404.9,0,405,100.0%,53.9%,-6%,380.8
11/10/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,240.81,100.00%,377.7,0,0,377.7,0,407,100.0%,54.2%,-4%,391.5
11/11/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,115.55,100.00%,471.2,0,0,471.2,0,352,100.0%,46.9%,12%,394.1
11/12/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,111.62,100.00%,432.1,0,0,432.1,0,369,100.0%,49.2%,-7%,344.8
11/13/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,205.59,100.00%,427.3,0,0,427.3,0,409,100.0%,54.4%,-12%,359.4
11/14/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,217.76,100.00%,383.5,0,0,383.5,0,383,100.0%,50.9%,3%,393.3
11/15/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,113.43,100.00%,437.6,0,0,437.6,0,531,100.0%,70.6%,-31%,367.7
11/16/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,235.70,100.00%,436.8,0,0,436.8,0,532,100.0%,70.8%,-35%,344.9
11/17/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,243.39,100.00%,423.6,0,0,423.6,0,397,100.0%,52.9%,-16%,332.9
11/18/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,141.96,100.00%,397.2,0,0,397.2,0,560,100.0%,74.5%,-31%,384.1
11/19/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,203.69,100.00%,400.6,0,0,400.6,0,505,100.0%,67.2%,-30%,351.7
11/20/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,202.49,100.00%,354.3,0,0,354.3,0,344,100.0%,45.7%,3%,354.1
11/21/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,252.50,100.00%,411.0,0,0,411.0,0,349,100.0%,46.4%,-3%,338.1
11/22/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,233.50,100.00%,405.6,0,0,405.6,0,327,100.0%,43.5%,5%,343.0
11/23/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,237.25,100.00%,394.7,0,0,394.7,0,338,100.0%,45.0%,-5%,321.9
11/24/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,247.82,100.00%,461.4,0,0,461.4,0,355,100.0%,47.3%,-7%,329.6
11/25/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,203.75,100.00%,459.3,0,0,459.3,0,384,100.0%,51.1%,-9%,347.4
11/26/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,199.40,100.00%,481.5,0,0,481.5,0,387,100.0%,51.5%,-4%,371.9
11/27/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,222.38,100.00%,464.5,0,0,464.5,0,416,100.0%,55.3%,-10%,373.7
11/28/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,239.73,100.00%,431.3,0,0,431.3,0,419,100.0%,55.7%,-5%,397.3
11/29/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,210.34,100.00%,444.6,0,0,444.6,0,411,100.0%,54.7%,-2%,401.1
11/30/2023,2023,11,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,239.35,100.00%,527.3,0,0,527.3,0,369,100.0%,49.0%,7%,394.6
12/01/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,212.59,100.00%,443.4,0,0,443.4,0,453,100.0%,60.3%,-21%,357.4
12/02/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,104.94,100.00%,456.2,0,0,456.2,0,413,100.0%,54.9%,5%,435.1
12/03/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,136.26,100.00%,461.9,0,0,461.9,0,396,100.0%,52.7%,1%,400.2
12/04/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,122.61,100.00%,428.5,0,0,428.5,0,398,100.0%,52.9%,-4%,381.5
12/05/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,220.41,100.00%,432.2,0,0,432.2,0,401,100.0%,53.4%,-5%,382.7
12/06/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,218.63,100.00%,478.6,0,0,478.6,0,375,100.0%,49.9%,3%,385.6
12/07/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,261.68,100.00%,467.7,0,0,467.7,0,395,100.0%,52.5%,-8%,364.0
12/08/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,238.56,100.00%,432.4,0,0,432.4,0,423,100.0%,56.3%,-10%,381.9
12/09/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,207.39,100.00%,422.2,0,0,422.2,0,386,100.0%,51.4%,6%,409.5
12/10/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,234.87,100.00%,467.7,0,0,467.7,0,341,100.0%,45.4%,10%,375.9
12/11/2023,2023,12,S2,May-2021,100.00%,"1,002",0,251,"1,002",70,751.5,264.82,100.00%,460.7,0,0,460.7,0,543,100.0%,72.3%,-30%,380.8
