Date,Year,Month,Site Region,Commissioning date (YYYY-MM),Planned Uptime (in %),Planned Energy from PV (in kWh),Planned Energy from Hydro (in kWh),Planned Energy from DG (in kWh),Planned Total Energy produced (in kWh),Planned Fuel Consumption (Liters),Expected Energy from PV (in kWh),Actual Irradiation (W/2),Actual Uptime (in %),Actual Energy from PV (kWh),Actual Energy from Hydro (kWh),Actual Energy from DG (kWh),Actual Total Energy produced (in kWh),Actual Fuel Consumption (Liters),Actual Energy Exported to DN (KWh),Actual REF (%),Actual UR (%),Actual Distribution losses (%),Actual Energy Consumption (kWh)
12/19/2021,2021,12,S3,December-2020,100%,581,0,145,581,41,436.0,,100.00%,351.9,0,45.23,397.1,17,,88.61%,0.0%,#DIV/0!,
12/20/2021,2021,12,S3,December-2020,100%,581,0,145,581,41,436.0,,100.00%,343.8,0,33.74,377.6,15,,91.06%,0.0%,#DIV/0!,
12/21/2021,2021,12,S3,December-2020,100%,581,0,145,581,41,436.0,,100.00%,337.4,0,31.59,369.0,14,,91.44%,0.0%,#DIV/0!,
12/22/2021,2021,12,S3,December-2020,100%,581,0,145,581,41,436.0,,100.00%,338.5,0,36.19,374.7,18,,90.34%,0.0%,#DIV/0!,
12/23/2021,2021,12,S3,December-2020,100%,581,0,145,581,41,436.0,,100.00%,363.0,0,37.34,400.3,20,,90.67%,0.0%,#DIV/0!,
12/24/2021,2021,12,S3,December-2020,100%,581,0,145,581,41,436.0,,100.00%,362.6,0,56.78,419.4,16,,86.46%,0.0%,#DIV/0!,
12/25/2021,2021,12,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,376.4,0,55.62,432.1,15,,87.13%,0.0%,#DIV/0!,
12/26/2021,2021,12,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,360.7,0,24.75,385.4,17,,93.58%,0.0%,#DIV/0!,
12/27/2021,2021,12,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,345.1,0,24.76,369.9,17,,93.31%,0.0%,#DIV/0!,
12/28/2021,2021,12,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,344.1,0,122.73,466.8,25,,73.71%,0.0%,#DIV/0!,
12/29/2021,2021,12,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,204.8,0,81.7,286.5,24,,71.49%,0.0%,#DIV/0!,
12/30/2021,2021,12,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,350.5,0,40.76,391.3,10,,89.58%,0.0%,#DIV/0!,
12/31/2021,2021,12,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,299.2,0,104.12,403.3,10,,74.18%,0.0%,#DIV/0!,
01/01/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,361.8,0,52.3,414.1,50,,87.37%,0.0%,#DIV/0!,
01/02/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,0.0,0,33.93,33.9,35,,0.00%,0.0%,#DIV/0!,
01/03/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,353.1,0,34.95,388.05,16,,90.99%,0.0%,#DIV/0!,
01/04/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,344.37,0,0,344.37,,,100.00%,0.0%,#DIV/0!,
01/05/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,360.44,0,0,360.44,,,100.00%,0.0%,#DIV/0!,
01/06/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,360.22,0,0,360.22,,,100.00%,0.0%,#DIV/0!,
01/07/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,357.41,0,0,357.41,,,100.00%,0.0%,#DIV/0!,
01/08/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,70.39,0,48.68,119.07,0,,59.12%,0.0%,#DIV/0!,
01/09/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,294.14,0,50.97,345.11,0,,85.23%,0.0%,#DIV/0!,
01/10/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,329.47,0,82.01,411.48,0,,80.07%,0.0%,#DIV/0!,
01/11/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,331.57,0,88.65,420.22,0,,78.90%,0.0%,#DIV/0!,
01/12/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,300.06,0,47.57,347.63,20,,86.32%,0.0%,#DIV/0!,
01/13/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,311.32,0,46.38,357.7,21,,87.03%,0.0%,#DIV/0!,
01/14/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,329.16,0,73.35,402.51,42,,81.78%,0.0%,#DIV/0!,
01/15/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,315.93,0,250.93,566.86,27,,55.73%,0.0%,#DIV/0!,
01/16/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,299.65,0,100.43,400.08,20,,74.90%,0.0%,#DIV/0!,
01/17/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,315.26,0,82.23,397.49,20,,79.31%,0.0%,#DIV/0!,
01/18/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,282.66,0,93.49,376.15,30,,75.15%,0.0%,#DIV/0!,
01/19/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,310.57,0,38.35,348.92,47,,89.01%,0.0%,#DIV/0!,
01/20/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,302.92,0,36.28,339.2,100,,89.30%,0.0%,#DIV/0!,
01/21/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,239.19,0,22.26,261.45,15,,91.49%,0.0%,#DIV/0!,
01/22/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,316.36,0,39.41,355.77,32,,88.92%,0.0%,#DIV/0!,
01/23/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,332.78,0,50.02,382.8,15,,86.93%,0.0%,#DIV/0!,
01/24/2022,2022,1,S3,January-2021,100%,581,0,145,581,41,436.0,,100.00%,344.32,0,51.04,395.36,13,,87.09%,0.0%,#DIV/0!,
01/25/2022,2022,1,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,313.85,0,46.4,360.25,9,,87.12%,0.0%,#DIV/0!,
01/26/2022,2022,1,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,300.21,0,45.2,345.41,15,,86.91%,0.0%,#DIV/0!,
01/27/2022,2022,1,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,323.63,0,38.33,361.96,20,,89.41%,0.0%,#DIV/0!,
01/28/2022,2022,1,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,304.04,0,32.57,336.61,21,,90.32%,0.0%,#DIV/0!,
01/29/2022,2022,1,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,304.19,0,51.11,355.3,20,,85.61%,0.0%,#DIV/0!,
01/30/2022,2022,1,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,316.03,0,38.51,354.54,15,,89.14%,0.0%,#DIV/0!,
01/31/2022,2022,1,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,328.13,0,45.36,373.49,13,,87.86%,0.0%,#DIV/0!,
02/01/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,317.89,0,46.52,364.41,12,,87.23%,0.0%,#DIV/0!,
02/02/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,315.08,0,46.55,361.63,20,,87.13%,0.0%,#DIV/0!,
02/03/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,312.79,0,50.82,363.61,13,,86.02%,0.0%,#DIV/0!,
02/04/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,299.42,0,83.32,382.74,20,,78.23%,0.0%,#DIV/0!,
02/05/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,338.08,0,97.44,435.52,20,,77.63%,0.0%,#DIV/0!,
02/06/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,332.66,0,47.63,380.29,20,,87.48%,0.0%,#DIV/0!,
02/07/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,341.75,0,41.78,383.53,20,,89.11%,0.0%,#DIV/0!,
02/08/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,366.01,0,32.69,398.7,15.2,,91.80%,0.0%,#DIV/0!,
02/09/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,329.32,0,51.2,380.52,43,,86.54%,0.0%,#DIV/0!,
02/10/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,298.84,0,40.82,339.66,15.2,,87.98%,0.0%,#DIV/0!,
02/11/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,302.3,0,43.12,345.42,13.3,,87.52%,0.0%,#DIV/0!,
02/12/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,324.67,0,48.95,373.62,10.4,,86.90%,0.0%,#DIV/0!,
02/13/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,314.03,0,46.24,360.27,16.4,,87.17%,0.0%,#DIV/0!,
02/14/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,334.4,0,47.27,381.67,12.7,,87.61%,0.0%,#DIV/0!,
02/15/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,301.17,0,38.23,339.4,14.1,,88.74%,0.0%,#DIV/0!,
02/16/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,334.84,0,40.72,375.56,15.7,,89.16%,0.0%,#DIV/0!,
02/17/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,312.01,0,40.59,352.6,14.9,,88.49%,0.0%,#DIV/0!,
02/18/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,298.9,0,43.84,342.74,18.9,,87.21%,0.0%,#DIV/0!,
02/19/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,332.23,0,63.36,395.59,13.5,,83.98%,0.0%,#DIV/0!,
02/20/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,333.49,0,45.42,378.91,13,,88.01%,0.0%,#DIV/0!,
02/21/2022,2022,2,S3,February-2021,100%,581,0,145,581,41,436.0,,100.00%,360.07,0,60.21,420.28,12.9,,85.67%,0.0%,#DIV/0!,
02/22/2022,2022,2,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,336.04,0,53.27,389.31,14.1,,86.32%,0.0%,#DIV/0!,
02/23/2022,2022,2,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,332.27,0,56.42,388.69,20.4,,85.48%,0.0%,#DIV/0!,
02/24/2022,2022,2,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,342.48,0,49.53,392.01,14.6,,87.37%,0.0%,#DIV/0!,
02/25/2022,2022,2,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,344.16,0,51.87,396.03,19.2,,86.90%,0.0%,#DIV/0!,
02/26/2022,2022,2,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,327.83,0,89.13,416.96,17.3,,78.62%,0.0%,#DIV/0!,
02/27/2022,2022,2,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,349.65,0,89.73,439.38,18.2,,79.58%,0.0%,#DIV/0!,
02/28/2022,2022,2,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,363.49,0,39.69,403.18,16,,90.16%,0.0%,#DIV/0!,
03/01/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,322.73,0,63.4,386.13,16.8,,83.58%,0.0%,#DIV/0!,
03/02/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,331.31,0,53.04,384.35,28.6,,86.20%,0.0%,#DIV/0!,
03/03/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,351.91,0,75.98,427.89,28.6,,82.24%,0.0%,#DIV/0!,
03/04/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,316.92,0,53.37,370.29,12.8,,85.59%,0.0%,#DIV/0!,
03/05/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,312.07,0,56.6,368.67,20.4,,84.65%,0.0%,#DIV/0!,
03/06/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,333.97,0,48.65,382.62,17,,87.29%,0.0%,#DIV/0!,
03/07/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,365.39,0,51.95,417.34,24.2,,87.55%,0.0%,#DIV/0!,
03/08/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,361.09,0,101.67,462.76,17.2,,78.03%,0.0%,#DIV/0!,
03/09/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,348.4,0,48.63,397.03,18.2,,87.75%,0.0%,#DIV/0!,
03/10/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,342.54,0,75.45,417.99,15.7,,81.95%,0.0%,#DIV/0!,
03/11/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,348.23,0,86.51,434.74,16.6,,80.10%,0.0%,#DIV/0!,
03/12/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,333.25,0,54.36,387.61,32.3,,85.98%,0.0%,#DIV/0!,
03/13/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,363.13,0,49.72,412.85,15.6,,87.96%,0.0%,#DIV/0!,
03/14/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,351.22,0,53.16,404.38,24.1,,86.85%,0.0%,#DIV/0!,
03/15/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,362.89,0,57.67,420.56,27.5,,86.29%,0.0%,#DIV/0!,
03/16/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,351.86,0,55.32,407.18,17.5,,86.41%,0.0%,#DIV/0!,
03/17/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,371.03,0,53.44,424.47,16,,87.41%,0.0%,#DIV/0!,
03/18/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,350.05,0,51.89,401.94,17,,87.09%,0.0%,#DIV/0!,
03/19/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,348.85,0,58.74,407.59,18.6,,85.59%,0.0%,#DIV/0!,
03/20/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,345.56,0,173.73,519.29,17.8,,66.54%,0.0%,#DIV/0!,
03/21/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,351.87,0,92.48,444.35,17,,79.19%,0.0%,#DIV/0!,
03/22/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,343.84,0,79.44,423.28,16.6,149.8,81.23%,25.8%,-100%,
03/23/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,337.45,0,52.95,390.4,19,367.8,86.44%,63.3%,-100%,
03/24/2022,2022,3,S3,March-2021,100%,581,0,145,581,41,436.0,,100.00%,338.45,0,48.5,386.95,55.8,374.4,87.47%,64.4%,-100%,
03/25/2022,2022,3,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,362.95,0,54.13,417.08,28.6,395.5,87.02%,68.0%,-100%,
03/26/2022,2022,3,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,362.59,0,63.38,425.97,25.2,408.7,85.12%,70.3%,-100%,
03/27/2022,2022,3,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,376.43,0,56.46,432.89,17,416.2,86.96%,71.6%,-100%,
03/28/2022,2022,3,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,360.66,0,163.37,524.03,15.6,406.3,68.82%,69.9%,-100%,
03/29/2022,2022,3,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,345.1,0,199.58,544.68,17.6,407.7,63.36%,70.1%,-100%,
03/30/2022,2022,3,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,344.05,0,88.21,432.26,20.4,448.4,79.59%,77.1%,-100%,
03/31/2022,2022,3,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,204.84,0,65.78,270.62,18.2,428.5,75.69%,73.7%,-100%,
04/01/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,350.5,0,57.66,408.16,18,454.5,85.87%,78.2%,-100%,
04/02/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,299.19,0,90.17,389.36,107,420.8,76.84%,72.4%,-100%,
04/03/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,361.85,0,128.74,490.59,20,452.1,73.76%,77.8%,-100%,
04/04/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,357.79,0,159.45,517.24,21,458.9,69.17%,79.0%,-100%,
04/05/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,353.1,0,95.92,449.02,19,412.9,78.64%,71.0%,-100%,
04/06/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,344.36,0,94.61,438.97,23,406.1,78.45%,69.9%,-100%,
04/07/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,360.45,0,87.52,447.97,48,418.7,80.46%,72.0%,-100%,
04/08/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,360.22,0,55.35,415.57,67.8,405.3,86.68%,69.7%,-100%,
04/09/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,357.41,0,60.07,417.48,23.9,434.4,85.61%,74.7%,-100%,
04/10/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,374.09,0,113.11,487.2,30.4,420.3,76.78%,72.3%,-100%,
04/11/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,360.27,0,48.47,408.74,28,397.1,88.14%,68.3%,-100%,
04/12/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,344.1,0,54.28,398.38,18,414.5,86.37%,71.3%,-100%,
04/13/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,259.82,0,82.32,342.14,19.3,428.4,75.94%,73.7%,-100%,
04/14/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,348.23,0,115.06,463.29,35.6,431.7,75.16%,74.3%,-100%,
04/15/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,330.47,0,139.02,469.49,16,435.3,70.39%,74.9%,-100%,
04/16/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,355.25,0,129.11,484.36,17.5,460,73.34%,79.1%,-100%,
04/17/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,388.79,0,114.11,502.9,26.4,487.2,77.31%,83.8%,-100%,
04/18/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,218.92,0,78.21,297.13,35.4,402.9,73.68%,69.3%,-100%,
04/19/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,342.41,0,126.84,469.25,46.2,412.1,72.97%,70.9%,-100%,
04/20/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,220.98,0,132.68,353.66,41.5,438.5,62.48%,75.4%,-100%,
04/21/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,337.56,0,124.26,461.82,36.4,433.5,73.09%,74.6%,-100%,
04/22/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,331.28,0,111.86,443.14,24.8,447.1,74.76%,76.9%,-100%,
04/23/2022,2022,4,S3,April-2021,100%,581,0,145,581,41,436.0,,100.00%,340.44,0,101.62,442.06,40,431.4,77.01%,74.2%,-100%,
04/24/2022,2022,4,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,359.71,0,127.9,487.61,35.2,415.6,73.77%,71.5%,-100%,
04/25/2022,2022,4,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,352.79,0,95.78,448.57,47.4,436.2,78.65%,75.0%,-100%,
04/26/2022,2022,4,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,348.89,0,103.43,452.32,35.6,439.7,77.13%,75.6%,-100%,
04/27/2022,2022,4,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,334.38,0,100.89,435.27,32.2,388,76.82%,66.8%,-100%,
04/28/2022,2022,4,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,352.91,0,89.04,441.95,40.8,421.2,79.85%,72.5%,-100%,
04/29/2022,2022,4,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,349.19,0,105.03,454.22,30.7,428,76.88%,73.6%,-100%,
04/30/2022,2022,4,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,352.96,0,91.23,444.19,33.8,421.8,79.46%,72.6%,-100%,
05/01/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,348.3,0,101.46,449.76,29.4,428.1,77.44%,73.7%,-100%,
05/02/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,355.35,0,65.63,420.98,32.6,395.8,84.41%,68.1%,-100%,
05/03/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,341.51,0,93.29,434.8,21.1,451.6,78.54%,77.7%,-100%,
05/04/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,351.23,0,55.29,406.52,29.7,411.3,86.40%,70.8%,-100%,
05/05/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,353.55,0,53.02,406.57,17.4,426.9,86.96%,73.4%,-100%,
05/06/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,342.76,0,52.68,395.44,17,416.5,86.68%,71.7%,-100%,
05/07/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,361.56,0,88.04,449.6,17,436.9,80.42%,75.2%,-100%,
05/08/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,251.41,0,49.31,300.72,28.1,447.2,83.60%,76.9%,-100%,
05/09/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,357.71,0,50.45,408.16,15.6,401.2,87.64%,69.0%,-100%,
05/10/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,338.22,0,51.46,389.68,16,417.4,86.79%,71.8%,-100%,
05/11/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,343.71,0,81.03,424.74,16,423.3,80.92%,72.8%,-100%,
05/12/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,,100.00%,345.45,0,115.63,461.08,24.3,422.1,74.92%,72.6%,-100%,
05/13/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,-0.16,100.00%,364.97,0,106.81,471.78,36.2,438,77.36%,75.4%,-100%,
05/14/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,182.79,100.00%,367.29,0,112.3,479.59,36.5,474.1,76.58%,81.6%,-100%,
05/15/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,230.73,100.00%,354.83,0,56.84,411.67,35.8,465.8,86.19%,80.1%,-100%,
05/16/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,176.41,98.99 %,362.45,0,128.64,491.09,14.2,416.9,73.81%,71.7%,-100%,
05/17/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,210.27,100.00%,347.99,0,115.95,463.94,43.8,506,75.01%,87.1%,-100%,
05/18/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,213.29,100.00%,370.81,0,100.86,471.67,37.3,484.9,78.62%,83.4%,-100%,
05/19/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,175.58,100.00%,357.8,0,96.25,454.05,31.7,465.4,78.80%,80.1%,-100%,
05/20/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,183.19,100.00%,368.07,0,265.29,633.36,30.5,472.7,58.11%,81.3%,-100%,
05/21/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,190.35,100.00%,354.98,0,143.54,498.52,48.7,475.3,71.21%,81.8%,-100%,
05/22/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,238.06,100.00%,369.05,0,93.75,462.8,81.2,508.1,79.74%,87.4%,-100%,
05/23/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,229.55,100.00%,399.1,0,275.26,674.36,29.5,458.1,59.18%,78.8%,-100%,
05/24/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,248.54,100.00%,382.05,0,120.53,502.58,68,482.7,76.02%,83.0%,-100%,
05/25/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,238.02,100.00%,364.08,0,56.26,420.34,58.5,440.4,86.62%,75.8%,-100%,
05/26/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,151.98,100.00%,367.98,0,60.78,428.76,17.9,438.9,85.82%,75.5%,-100%,
05/27/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,220.86,100.00%,378.26,0,79.61,457.87,19.4,432.8,82.61%,74.5%,-100%,
05/28/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,207.37,100.00%,355.32,0,56.43,411.75,25.3,440.4,86.30%,75.8%,-100%,
05/29/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,180.81,100.00%,347.24,0,104.41,451.65,18,452.6,76.88%,77.9%,-100%,
05/30/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,147.66,100.00%,381.3,0,78.53,459.83,33.3,427.8,82.92%,73.6%,-100%,
05/31/2022,2022,5,S3,May-2021,100%,581,0,145,581,41,436.0,181.92,100.00%,339.57,0,113.78,453.35,24.6,438.3,74.90%,75.4%,-100%,
06/01/2022,2022,6,S3,May-2021,100%,581,0,145,581,41,436.0,185.02,100.00%,362.85,0,123.09,485.94,36,464.8,74.67%,80.0%,-100%,
06/02/2022,2022,6,S3,May-2021,100%,581,0,145,581,41,436.0,222.20,100.00%,375.25,0,58.62,433.87,39.5,429.7,86.49%,73.9%,-100%,
06/03/2022,2022,6,S3,May-2021,100%,581,0,145,581,41,436.0,243.59,100.00%,356.45,0,51.83,408.28,18.7,437.6,87.31%,75.3%,-100%,
06/04/2022,2022,6,S3,May-2021,100%,581,0,145,581,41,436.0,175.29,100.00%,373.36,0,96.84,470.2,16.5,435.8,79.40%,75.0%,-100%,
06/05/2022,2022,6,S3,May-2021,100%,581,0,145,581,41,436.0,198.30,100.00%,376.64,0,57.5,434.14,30.7,465.8,86.76%,80.1%,-100%,
06/06/2022,2022,6,S3,May-2021,100%,581,0,145,581,41,436.0,122.85,100.00%,380.26,0,90.67,470.93,18.4,398.1,80.75%,68.5%,-100%,
06/07/2022,2022,6,S3,May-2021,100%,581,0,145,581,41,436.0,108.46,100.00%,373.63,0,139.97,513.6,18.7,440.6,72.75%,75.8%,-100%,
